Time [s],MIDI IN 2-Piano,MIDI IN 3-PC,MIDI OUT 2-Synth,MIDI OUT 3-No Load,Channel 4,Channel 5,Channel 6,Channel 7
0.007100000,0,1,0,1,1,1,1,1
0.007166000,1,1,0,1,1,1,1,1
0.007292000,0,1,0,1,1,1,1,1
0.007326000,1,1,0,1,1,1,1,1
0.007355000,1,1,1,1,1,1,1,1
0.007356000,0,1,1,1,1,1,1,1
0.007386000,0,1,0,1,1,1,1,1
0.007518000,1,1,0,1,1,1,1,1
0.007545000,1,1,1,1,1,1,1,1
0.007580000,0,1,1,1,1,1,1,1
0.007611000,0,1,0,1,1,1,1,1
0.007614000,1,1,0,1,1,1,1,1
0.007642000,1,1,1,1,1,1,1,1
0.007676000,0,1,1,1,1,1,1,1
0.007708000,0,1,0,1,1,1,1,1
0.007869000,1,1,0,1,1,1,1,1
0.007900000,0,1,0,1,1,1,1,1
0.007965000,1,1,0,1,1,1,1,1
0.007994000,1,1,1,1,1,1,1,1
0.007996000,0,1,1,1,1,1,1,1
0.008025000,0,1,0,1,1,1,1,1
0.008056000,0,1,1,1,1,1,1,1
0.008091000,0,1,0,1,1,1,1,1
0.008153000,0,1,1,1,1,1,1,1
0.008281000,0,1,0,1,1,1,1,1
0.008285000,1,1,0,1,1,1,1,1
0.008316000,0,1,1,1,1,1,1,1
0.008347000,0,1,0,1,1,1,1,1
0.008506000,0,1,1,1,1,1,1,1
0.008541000,1,1,1,1,1,1,1,1
0.008572000,1,1,0,1,1,1,1,1
0.008603000,1,1,1,1,1,1,1,1
0.008635000,0,1,1,1,1,1,1,1
0.008665000,0,1,0,1,1,1,1,1
0.008858000,0,1,1,1,1,1,1,1
0.008889000,0,1,0,1,1,1,1,1
0.008925000,1,1,0,1,1,1,1,1
0.008955000,0,1,1,1,1,1,1,1
0.008986000,0,1,0,1,1,1,1,1
0.009117000,1,1,0,1,1,1,1,1
0.009179000,0,1,0,1,1,1,1,1
0.009213000,1,1,0,1,1,1,1,1
0.009273000,1,1,1,1,1,1,1,1
0.009275000,0,1,1,1,1,1,1,1
0.009308000,0,1,0,1,1,1,1,1
0.009309000,1,1,0,1,1,1,1,1
0.009403000,0,1,0,1,1,1,1,1
0.009528000,0,1,1,1,1,1,1,1
0.009565000,1,1,1,1,1,1,1,1
0.009595000,0,1,1,1,1,1,1,1
0.009625000,0,1,0,1,1,1,1,1
0.009629000,1,1,0,1,1,1,1,1
0.009851000,0,1,0,1,1,1,1,1
0.009884000,1,1,0,1,1,1,1,1
0.009915000,0,1,0,1,1,1,1,1
0.009916000,0,1,1,1,1,1,1,1
0.009947000,0,1,0,1,1,1,1,1
0.010077000,1,1,0,1,1,1,1,1
0.010106000,1,1,1,1,1,1,1,1
0.010139000,0,1,1,1,1,1,1,1
0.010171000,0,1,0,1,1,1,1,1
0.010172000,1,1,0,1,1,1,1,1
0.010202000,1,1,1,1,1,1,1,1
0.010235000,0,1,1,1,1,1,1,1
0.010268000,0,1,0,1,1,1,1,1
0.010299000,0,1,1,1,1,1,1,1
0.010396000,0,1,0,1,1,1,1,1
0.010524000,1,1,0,1,1,1,1,1
0.010554000,0,1,0,1,1,1,1,1
0.010555000,0,1,1,1,1,1,1,1
0.010586000,0,1,0,1,1,1,1,1
0.010588000,1,1,0,1,1,1,1,1
0.010617000,1,1,1,1,1,1,1,1
0.010618000,0,1,1,1,1,1,1,1
0.010684000,1,1,1,1,1,1,1,1
0.010810000,0,1,1,1,1,1,1,1
0.010842000,0,1,0,1,1,1,1,1
0.010844000,1,1,0,1,1,1,1,1
0.010874000,0,1,0,1,1,1,1,1
0.010876000,0,1,1,1,1,1,1,1
0.010907000,0,1,0,1,1,1,1,1
0.011036000,1,1,0,1,1,1,1,1
0.011066000,1,1,1,1,1,1,1,1
0.011098000,0,1,1,1,1,1,1,1
0.011132000,1,1,0,1,1,1,1,1
0.011163000,1,1,1,1,1,1,1,1
0.011194000,0,1,1,1,1,1,1,1
0.011225000,0,1,0,1,1,1,1,1
0.011388000,1,1,0,1,1,1,1,1
0.011418000,0,1,0,1,1,1,1,1
0.011484000,1,1,0,1,1,1,1,1
0.011514000,0,1,0,1,1,1,1,1
0.011516000,0,1,1,1,1,1,1,1
0.011547000,0,1,0,1,1,1,1,1
0.011578000,0,1,1,1,1,1,1,1
0.011608000,0,1,0,1,1,1,1,1
0.011674000,0,1,1,1,1,1,1,1
0.011802000,0,1,0,1,1,1,1,1
0.011804000,1,1,0,1,1,1,1,1
0.011833000,1,1,1,1,1,1,1,1
0.011834000,0,1,1,1,1,1,1,1
0.011868000,0,1,0,1,1,1,1,1
0.012027000,0,1,1,1,1,1,1,1
0.012059000,1,1,1,1,1,1,1,1
0.012089000,1,1,0,1,1,1,1,1
0.012124000,1,1,1,1,1,1,1,1
0.012154000,0,1,1,1,1,1,1,1
0.012186000,0,1,0,1,1,1,1,1
0.012379000,0,1,1,1,1,1,1,1
0.012410000,0,1,0,1,1,1,1,1
0.012443000,1,1,0,1,1,1,1,1
0.012472000,1,1,1,1,1,1,1,1
0.012473000,0,1,1,1,1,1,1,1
0.012507000,0,1,0,1,1,1,1,1
0.012635000,1,1,0,1,1,1,1,1
0.012697000,0,1,0,1,1,1,1,1
0.012731000,1,1,0,1,1,1,1,1
0.012793000,0,1,0,1,1,1,1,1
0.012794000,0,1,1,1,1,1,1,1
0.012825000,0,1,0,1,1,1,1,1
0.012827000,1,1,0,1,1,1,1,1
0.012921000,0,1,0,1,1,1,1,1
0.013049000,0,1,1,1,1,1,1,1
0.013083000,1,1,1,1,1,1,1,1
0.013113000,0,1,1,1,1,1,1,1
0.013146000,0,1,0,1,1,1,1,1
0.013147000,1,1,0,1,1,1,1,1
0.013369000,0,1,0,1,1,1,1,1
0.013403000,1,1,0,1,1,1,1,1
0.013433000,1,1,1,1,1,1,1,1
0.013464000,1,1,0,1,1,1,1,1
0.013627000,1,1,1,1,1,1,1,1
0.013689000,1,1,0,1,1,1,1,1
0.013723000,1,1,1,1,1,1,1,1
0.013785000,1,1,0,1,1,1,1,1
0.013816000,1,1,1,1,1,1,1,1
0.013913000,1,1,0,1,1,1,1,1
0.014072000,1,1,1,1,1,1,1,1
0.014107000,1,1,0,1,1,1,1,1
0.014138000,1,1,1,1,1,1,1,1
0.014363000,1,1,0,1,1,1,1,1
0.014394000,1,1,1,1,1,1,1,1
0.282026000,0,1,1,1,1,1,1,1
0.282092000,1,1,1,1,1,1,1,1
0.282354000,1,1,0,1,1,1,1,1
0.282420000,1,1,1,1,1,1,1,1
0.552049000,0,1,1,1,1,1,1,1
0.552114000,1,1,1,1,1,1,1,1
0.552376000,1,1,0,1,1,1,1,1
0.552442000,1,1,1,1,1,1,1,1
0.822057000,0,1,1,1,1,1,1,1
0.822123000,1,1,1,1,1,1,1,1
0.822389000,1,1,0,1,1,1,1,1
0.822451000,1,1,1,1,1,1,1,1
1.092084000,0,1,1,1,1,1,1,1
1.092150000,1,1,1,1,1,1,1,1
1.092413000,1,1,0,1,1,1,1,1
1.092479000,1,1,1,1,1,1,1,1
1.362119000,0,1,1,1,1,1,1,1
1.362184000,1,1,1,1,1,1,1,1
1.362447000,1,1,0,1,1,1,1,1
1.362513000,1,1,1,1,1,1,1,1
1.632105000,0,1,1,1,1,1,1,1
1.632171000,1,1,1,1,1,1,1,1
1.632432000,1,1,0,1,1,1,1,1
1.632498000,1,1,1,1,1,1,1,1
1.902137000,0,1,1,1,1,1,1,1
1.902203000,1,1,1,1,1,1,1,1
1.902467000,1,1,0,1,1,1,1,1
1.902529000,1,1,1,1,1,1,1,1
2.172148000,0,1,1,1,1,1,1,1
2.172214000,1,1,1,1,1,1,1,1
2.172476000,1,1,0,1,1,1,1,1
2.172542000,1,1,1,1,1,1,1,1
2.442173000,0,1,1,1,1,1,1,1
2.442238000,1,1,1,1,1,1,1,1
2.442499000,1,1,0,1,1,1,1,1
2.442565000,1,1,1,1,1,1,1,1
2.712187000,0,1,1,1,1,1,1,1
2.712253000,1,1,1,1,1,1,1,1
2.712520000,1,1,0,1,1,1,1,1
2.712582000,1,1,1,1,1,1,1,1
2.982200000,0,1,1,1,1,1,1,1
2.982265000,1,1,1,1,1,1,1,1
2.982525000,1,1,0,1,1,1,1,1
2.982591000,1,1,1,1,1,1,1,1
3.252214000,0,1,1,1,1,1,1,1
3.252280000,1,1,1,1,1,1,1,1
3.252542000,1,1,0,1,1,1,1,1
3.252608000,1,1,1,1,1,1,1,1
3.522251000,0,1,1,1,1,1,1,1
3.522316000,1,1,1,1,1,1,1,1
3.522577000,1,1,0,1,1,1,1,1
3.522643000,1,1,1,1,1,1,1,1
3.792245000,0,1,1,1,1,1,1,1
3.792311000,1,1,1,1,1,1,1,1
3.792578000,1,1,0,1,1,1,1,1
3.792640000,1,1,1,1,1,1,1,1
4.062260000,0,1,1,1,1,1,1,1
4.062325000,1,1,1,1,1,1,1,1
4.062587000,1,1,0,1,1,1,1,1
4.062653000,1,1,1,1,1,1,1,1
4.332282000,0,1,1,1,1,1,1,1
4.332348000,1,1,1,1,1,1,1,1
4.332612000,1,1,0,1,1,1,1,1
4.332674000,1,1,1,1,1,1,1,1
4.602287000,0,1,1,1,1,1,1,1
4.602352000,1,1,1,1,1,1,1,1
4.602618000,1,1,0,1,1,1,1,1
4.602680000,1,1,1,1,1,1,1,1
4.872303000,0,1,1,1,1,1,1,1
4.872369000,1,1,1,1,1,1,1,1
4.872632000,1,1,0,1,1,1,1,1
4.872698000,1,1,1,1,1,1,1,1
5.142336000,0,1,1,1,1,1,1,1
5.142402000,1,1,1,1,1,1,1,1
5.142669000,1,1,0,1,1,1,1,1
5.142734000,1,1,1,1,1,1,1,1
5.412348000,0,1,1,1,1,1,1,1
5.412414000,1,1,1,1,1,1,1,1
5.412681000,1,1,0,1,1,1,1,1
5.412743000,1,1,1,1,1,1,1,1
5.682353000,0,1,1,1,1,1,1,1
5.682419000,1,1,1,1,1,1,1,1
5.682682000,1,1,0,1,1,1,1,1
5.682748000,1,1,1,1,1,1,1,1
5.952384000,0,1,1,1,1,1,1,1
5.952449000,1,1,1,1,1,1,1,1
5.952713000,1,1,0,1,1,1,1,1
5.952775000,1,1,1,1,1,1,1,1
6.222398000,0,1,1,1,1,1,1,1
6.222464000,1,1,1,1,1,1,1,1
6.222726000,1,1,0,1,1,1,1,1
6.222792000,1,1,1,1,1,1,1,1
6.492413000,0,1,1,1,1,1,1,1
6.492478000,1,1,1,1,1,1,1,1
6.492740000,1,1,0,1,1,1,1,1
6.492806000,1,1,1,1,1,1,1,1
6.762433000,0,1,1,1,1,1,1,1
6.762499000,1,1,1,1,1,1,1,1
6.762761000,1,1,0,1,1,1,1,1
6.762826000,1,1,1,1,1,1,1,1
7.032446000,0,1,1,1,1,1,1,1
7.032511000,1,1,1,1,1,1,1,1
7.032772000,1,1,0,1,1,1,1,1
7.032838000,1,1,1,1,1,1,1,1
7.142010000,0,1,1,1,1,1,1,1
7.142171000,1,1,1,1,1,1,1,1
7.142202000,0,1,1,1,1,1,1,1
7.142267000,1,1,1,1,1,1,1,1
7.142330000,0,1,1,1,1,1,1,1
7.142427000,1,1,1,1,1,1,1,1
7.142553000,0,1,1,1,1,1,1,1
7.142619000,1,1,1,1,1,1,1,1
7.142649000,0,1,1,1,1,1,1,1
7.142747000,1,1,1,1,1,1,1,1
7.142777000,0,1,1,1,1,1,1,1
7.142811000,1,1,1,1,1,1,1,1
7.142873000,0,1,1,1,1,1,1,1
7.142939000,1,1,1,1,1,1,1,1
7.143001000,1,1,0,1,1,1,1,1
7.143160000,1,1,1,1,1,1,1,1
7.143191000,1,1,0,1,1,1,1,1
7.143257000,1,1,1,1,1,1,1,1
7.143319000,1,1,0,1,1,1,1,1
7.143416000,1,1,1,1,1,1,1,1
7.143544000,1,1,0,1,1,1,1,1
7.143606000,1,1,1,1,1,1,1,1
7.143641000,1,1,0,1,1,1,1,1
7.143733000,1,1,1,1,1,1,1,1
7.143768000,1,1,0,1,1,1,1,1
7.143799000,1,1,1,1,1,1,1,1
7.143865000,1,1,0,1,1,1,1,1
7.143927000,1,1,1,1,1,1,1,1
7.410467000,0,1,1,1,1,1,1,1
7.410533000,1,1,1,1,1,1,1,1
7.410794000,1,1,0,1,1,1,1,1
7.410860000,1,1,1,1,1,1,1,1
7.499348000,0,1,1,1,1,1,1,1
7.499509000,1,1,1,1,1,1,1,1
7.499540000,0,1,1,1,1,1,1,1
7.499606000,1,1,1,1,1,1,1,1
7.499668000,0,1,1,1,1,1,1,1
7.499733000,1,1,1,1,1,1,1,1
7.499892000,0,1,1,1,1,1,1,1
7.499957000,1,1,1,1,1,1,1,1
7.499988000,0,1,1,1,1,1,1,1
7.500021000,1,1,1,1,1,1,1,1
7.500052000,0,1,1,1,1,1,1,1
7.500085000,1,1,1,1,1,1,1,1
7.500212000,0,1,1,1,1,1,1,1
7.500277000,1,1,1,1,1,1,1,1
7.500340000,1,1,0,1,1,1,1,1
7.500499000,1,1,1,1,1,1,1,1
7.500534000,1,1,0,1,1,1,1,1
7.500596000,1,1,1,1,1,1,1,1
7.500662000,1,1,0,1,1,1,1,1
7.500724000,1,1,1,1,1,1,1,1
7.500882000,1,1,0,1,1,1,1,1
7.500948000,1,1,1,1,1,1,1,1
7.500979000,1,1,0,1,1,1,1,1
7.501010000,1,1,1,1,1,1,1,1
7.501045000,1,1,0,1,1,1,1,1
7.501076000,1,1,1,1,1,1,1,1
7.501204000,1,1,0,1,1,1,1,1
7.501266000,1,1,1,1,1,1,1,1
7.505977000,0,1,1,1,1,1,1,1
7.506234000,1,1,1,1,1,1,1,1
7.506296000,0,1,1,1,1,1,1,1
7.506394000,1,1,1,1,1,1,1,1
7.506520000,0,1,1,1,1,1,1,1
7.506586000,1,1,1,1,1,1,1,1
7.506616000,0,1,1,1,1,1,1,1
7.506842000,1,1,1,1,1,1,1,1
7.506872000,0,1,1,1,1,1,1,1
7.506906000,1,1,1,1,1,1,1,1
7.506964000,1,1,0,1,1,1,1,1
7.507220000,1,1,1,1,1,1,1,1
7.507285000,1,1,0,1,1,1,1,1
7.507382000,1,1,1,1,1,1,1,1
7.507510000,1,1,0,1,1,1,1,1
7.507572000,1,1,1,1,1,1,1,1
7.507603000,1,1,0,1,1,1,1,1
7.507828000,1,1,1,1,1,1,1,1
7.507863000,1,1,0,1,1,1,1,1
7.507894000,1,1,1,1,1,1,1,1
7.774492000,0,1,1,1,1,1,1,1
7.774558000,1,1,1,1,1,1,1,1
7.774818000,1,1,0,1,1,1,1,1
7.774884000,1,1,1,1,1,1,1,1
7.924074000,0,1,1,1,1,1,1,1
7.924331000,1,1,1,1,1,1,1,1
7.924393000,0,1,1,1,1,1,1,1
7.924459000,1,1,1,1,1,1,1,1
7.924617000,0,1,1,1,1,1,1,1
7.924683000,1,1,1,1,1,1,1,1
7.924713000,0,1,1,1,1,1,1,1
7.924939000,1,1,1,1,1,1,1,1
7.924969000,0,1,1,1,1,1,1,1
7.925003000,1,1,1,1,1,1,1,1
7.925066000,1,1,0,1,1,1,1,1
7.925322000,1,1,1,1,1,1,1,1
7.925384000,1,1,0,1,1,1,1,1
7.925449000,1,1,1,1,1,1,1,1
7.925608000,1,1,0,1,1,1,1,1
7.925674000,1,1,1,1,1,1,1,1
7.925705000,1,1,0,1,1,1,1,1
7.925930000,1,1,1,1,1,1,1,1
7.925961000,1,1,0,1,1,1,1,1
7.925992000,1,1,1,1,1,1,1,1
7.936797000,0,1,1,1,1,1,1,1
7.936959000,1,1,1,1,1,1,1,1
7.936989000,0,1,1,1,1,1,1,1
7.937055000,1,1,1,1,1,1,1,1
7.937117000,0,1,1,1,1,1,1,1
7.937343000,1,1,1,1,1,1,1,1
7.937373000,0,1,1,1,1,1,1,1
7.937407000,1,1,1,1,1,1,1,1
7.937437000,0,1,1,1,1,1,1,1
7.937471000,1,1,1,1,1,1,1,1
7.937501000,0,1,1,1,1,1,1,1
7.937535000,1,1,1,1,1,1,1,1
7.937661000,0,1,1,1,1,1,1,1
7.937726000,1,1,1,1,1,1,1,1
7.937783000,1,1,0,1,1,1,1,1
7.937946000,1,1,1,1,1,1,1,1
7.937977000,1,1,0,1,1,1,1,1
7.938038000,1,1,1,1,1,1,1,1
7.938104000,1,1,0,1,1,1,1,1
7.938329000,1,1,1,1,1,1,1,1
7.938360000,1,1,0,1,1,1,1,1
7.938391000,1,1,1,1,1,1,1,1
7.938422000,1,1,0,1,1,1,1,1
7.938457000,1,1,1,1,1,1,1,1
7.938488000,1,1,0,1,1,1,1,1
7.938519000,1,1,1,1,1,1,1,1
7.938647000,1,1,0,1,1,1,1,1
7.938712000,1,1,1,1,1,1,1,1
8.206524000,0,1,1,1,1,1,1,1
8.206590000,1,1,1,1,1,1,1,1
8.206853000,1,1,0,1,1,1,1,1
8.206919000,1,1,1,1,1,1,1,1
8.364400000,0,1,1,1,1,1,1,1
8.364561000,1,1,1,1,1,1,1,1
8.364592000,0,1,1,1,1,1,1,1
8.364657000,1,1,1,1,1,1,1,1
8.364720000,0,1,1,1,1,1,1,1
8.364785000,1,1,1,1,1,1,1,1
8.364943000,0,1,1,1,1,1,1,1
8.365009000,1,1,1,1,1,1,1,1
8.365039000,0,1,1,1,1,1,1,1
8.365073000,1,1,1,1,1,1,1,1
8.365103000,0,1,1,1,1,1,1,1
8.365169000,1,1,1,1,1,1,1,1
8.365263000,0,1,1,1,1,1,1,1
8.365329000,1,1,1,1,1,1,1,1
8.365389000,1,1,0,1,1,1,1,1
8.365548000,1,1,1,1,1,1,1,1
8.365579000,1,1,0,1,1,1,1,1
8.365644000,1,1,1,1,1,1,1,1
8.365706000,1,1,0,1,1,1,1,1
8.365772000,1,1,1,1,1,1,1,1
8.365931000,1,1,0,1,1,1,1,1
8.365997000,1,1,1,1,1,1,1,1
8.366028000,1,1,0,1,1,1,1,1
8.366059000,1,1,1,1,1,1,1,1
8.366094000,1,1,0,1,1,1,1,1
8.366156000,1,1,1,1,1,1,1,1
8.366253000,1,1,0,1,1,1,1,1
8.366315000,1,1,1,1,1,1,1,1
8.405089000,0,1,1,1,1,1,1,1
8.405347000,1,1,1,1,1,1,1,1
8.405409000,0,1,1,1,1,1,1,1
8.405634000,1,1,1,1,1,1,1,1
8.405665000,0,1,1,1,1,1,1,1
8.405698000,1,1,1,1,1,1,1,1
8.405729000,0,1,1,1,1,1,1,1
8.405954000,1,1,1,1,1,1,1,1
8.405985000,0,1,1,1,1,1,1,1
8.406018000,1,1,1,1,1,1,1,1
8.406077000,1,1,0,1,1,1,1,1
8.406332000,1,1,1,1,1,1,1,1
8.406398000,1,1,0,1,1,1,1,1
8.406623000,1,1,1,1,1,1,1,1
8.406654000,1,1,0,1,1,1,1,1
8.406685000,1,1,1,1,1,1,1,1
8.406716000,1,1,0,1,1,1,1,1
8.406940000,1,1,1,1,1,1,1,1
8.406975000,1,1,0,1,1,1,1,1
8.407006000,1,1,1,1,1,1,1,1
8.674706000,0,1,1,1,1,1,1,1
8.674771000,1,1,1,1,1,1,1,1
8.675034000,1,1,0,1,1,1,1,1
8.675100000,1,1,1,1,1,1,1,1
8.751083000,0,1,1,1,1,1,1,1
8.751244000,1,1,1,1,1,1,1,1
8.751275000,0,1,1,1,1,1,1,1
8.751340000,1,1,1,1,1,1,1,1
8.751402000,0,1,1,1,1,1,1,1
8.751500000,1,1,1,1,1,1,1,1
8.751626000,0,1,1,1,1,1,1,1
8.751692000,1,1,1,1,1,1,1,1
8.751722000,0,1,1,1,1,1,1,1
8.751756000,1,1,1,1,1,1,1,1
8.751850000,0,1,1,1,1,1,1,1
8.751884000,1,1,1,1,1,1,1,1
8.751946000,0,1,1,1,1,1,1,1
8.752012000,1,1,1,1,1,1,1,1
8.752069000,1,1,0,1,1,1,1,1
8.752231000,1,1,1,1,1,1,1,1
8.752262000,1,1,0,1,1,1,1,1
8.752324000,1,1,1,1,1,1,1,1
8.752390000,1,1,0,1,1,1,1,1
8.752487000,1,1,1,1,1,1,1,1
8.752615000,1,1,0,1,1,1,1,1
8.752677000,1,1,1,1,1,1,1,1
8.752708000,1,1,0,1,1,1,1,1
8.752743000,1,1,1,1,1,1,1,1
8.752840000,1,1,0,1,1,1,1,1
8.752871000,1,1,1,1,1,1,1,1
8.752933000,1,1,0,1,1,1,1,1
8.752998000,1,1,1,1,1,1,1,1
8.765024000,0,1,1,1,1,1,1,1
8.765281000,1,1,1,1,1,1,1,1
8.765343000,0,1,1,1,1,1,1,1
8.765409000,1,1,1,1,1,1,1,1
8.765567000,0,1,1,1,1,1,1,1
8.765633000,1,1,1,1,1,1,1,1
8.765663000,0,1,1,1,1,1,1,1
8.765889000,1,1,1,1,1,1,1,1
8.765919000,0,1,1,1,1,1,1,1
8.765953000,1,1,1,1,1,1,1,1
8.766010000,1,1,0,1,1,1,1,1
8.766266000,1,1,1,1,1,1,1,1
8.766332000,1,1,0,1,1,1,1,1
8.766394000,1,1,1,1,1,1,1,1
8.766556000,1,1,0,1,1,1,1,1
8.766618000,1,1,1,1,1,1,1,1
8.766649000,1,1,0,1,1,1,1,1
8.766874000,1,1,1,1,1,1,1,1
8.766909000,1,1,0,1,1,1,1,1
8.766940000,1,1,1,1,1,1,1,1
9.034566000,0,1,1,1,1,1,1,1
9.034632000,1,1,1,1,1,1,1,1
9.034898000,1,1,0,1,1,1,1,1
9.034960000,1,1,1,1,1,1,1,1
9.270299000,0,1,1,1,1,1,1,1
9.270556000,1,1,1,1,1,1,1,1
9.270618000,0,1,1,1,1,1,1,1
9.270716000,1,1,1,1,1,1,1,1
9.270842000,0,1,1,1,1,1,1,1
9.270908000,1,1,1,1,1,1,1,1
9.270938000,0,1,1,1,1,1,1,1
9.271164000,1,1,1,1,1,1,1,1
9.271194000,0,1,1,1,1,1,1,1
9.271228000,1,1,1,1,1,1,1,1
9.271290000,1,1,0,1,1,1,1,1
9.271545000,1,1,1,1,1,1,1,1
9.271607000,1,1,0,1,1,1,1,1
9.271704000,1,1,1,1,1,1,1,1
9.271832000,1,1,0,1,1,1,1,1
9.271898000,1,1,1,1,1,1,1,1
9.271929000,1,1,0,1,1,1,1,1
9.272154000,1,1,1,1,1,1,1,1
9.272185000,1,1,0,1,1,1,1,1
9.272215000,1,1,1,1,1,1,1,1
9.540597000,0,1,1,1,1,1,1,1
9.540662000,1,1,1,1,1,1,1,1
9.540930000,1,1,0,1,1,1,1,1
9.540992000,1,1,1,1,1,1,1,1
9.810621000,0,1,1,1,1,1,1,1
9.810687000,1,1,1,1,1,1,1,1
9.810953000,1,1,0,1,1,1,1,1
9.811015000,1,1,1,1,1,1,1,1
9.867556000,1,0,1,1,1,1,1,1
9.867749000,1,1,1,1,1,1,1,1
9.867909000,1,0,1,1,1,1,1,1
9.868198000,1,1,1,1,1,1,1,1
9.868261000,1,0,1,1,1,1,1,1
9.868486000,1,1,1,1,1,1,1,1
9.868517000,1,0,1,1,1,1,1,1
9.868550000,1,1,1,1,1,1,1,1
9.868612000,1,1,0,1,1,1,1,1
9.868613000,1,0,0,1,1,1,1,1
9.868774000,1,1,0,1,1,1,1,1
9.868806000,1,1,1,1,1,1,1,1
9.868837000,1,0,1,1,1,1,1,1
9.868870000,1,1,1,1,1,1,1,1
9.868934000,1,1,0,1,1,1,1,1
9.868966000,1,0,0,1,1,1,1,1
9.868999000,1,1,0,1,1,1,1,1
9.869030000,1,0,0,1,1,1,1,1
9.869220000,1,0,1,1,1,1,1,1
9.869251000,1,0,0,1,1,1,1,1
9.869255000,1,1,0,1,1,1,1,1
9.869318000,1,0,0,1,1,1,1,1
9.869476000,1,0,1,1,1,1,1,1
9.869507000,1,0,0,1,1,1,1,1
9.869538000,1,0,1,1,1,1,1,1
9.869607000,1,1,1,1,1,1,1,1
9.869666000,1,1,0,1,1,1,1,1
9.869670000,1,0,0,1,1,1,1,1
9.869828000,1,0,1,1,1,1,1,1
9.869831000,1,1,1,1,1,1,1,1
9.869890000,1,1,0,1,1,1,1,1
9.869894000,1,0,0,1,1,1,1,1
9.869921000,1,0,1,1,1,1,1,1
9.869927000,1,1,1,1,1,1,1,1
9.869987000,1,1,0,1,1,1,1,1
9.870018000,1,1,1,1,1,1,1,1
9.870023000,1,0,1,1,1,1,1,1
9.870053000,1,0,0,1,1,1,1,1
9.870248000,1,1,0,1,1,1,1,1
9.870274000,1,1,1,1,1,1,1,1
9.870279000,1,0,1,1,1,1,1,1
9.870309000,1,0,0,1,1,1,1,1
9.870312000,1,1,0,1,1,1,1,1
9.870375000,1,0,0,1,1,1,1,1
9.870595000,1,0,1,1,1,1,1,1
9.870664000,1,1,1,1,1,1,1,1
9.870723000,1,1,0,1,1,1,1,1
9.870727000,1,0,0,1,1,1,1,1
9.870886000,1,0,1,1,1,1,1,1
9.870888000,1,1,1,1,1,1,1,1
9.870948000,1,1,0,1,1,1,1,1
9.870951000,1,0,0,1,1,1,1,1
9.870979000,1,0,1,1,1,1,1,1
9.870984000,1,1,1,1,1,1,1,1
9.871045000,1,1,0,1,1,1,1,1
9.871080000,1,0,0,1,1,1,1,1
9.871113000,1,1,0,1,1,1,1,1
9.871144000,1,0,0,1,1,1,1,1
9.871209000,1,1,0,1,1,1,1,1
9.871269000,1,1,1,1,1,1,1,1
9.871300000,1,1,0,1,1,1,1,1
9.871331000,1,1,1,1,1,1,1,1
9.871336000,1,0,1,1,1,1,1,1
9.871362000,1,0,0,1,1,1,1,1
9.871369000,1,1,0,1,1,1,1,1
9.871432000,1,0,0,1,1,1,1,1
9.871653000,1,0,1,1,1,1,1,1
9.871721000,1,1,1,1,1,1,1,1
9.871781000,1,1,0,1,1,1,1,1
9.871784000,1,0,0,1,1,1,1,1
9.871817000,1,1,0,1,1,1,1,1
9.871848000,1,0,0,1,1,1,1,1
9.871943000,1,0,1,1,1,1,1,1
9.871977000,1,1,1,1,1,1,1,1
9.872005000,1,1,0,1,1,1,1,1
9.872036000,1,1,1,1,1,1,1,1
9.872102000,1,1,0,1,1,1,1,1
9.872133000,1,1,1,1,1,1,1,1
9.872137000,1,0,1,1,1,1,1,1
9.872164000,1,0,0,1,1,1,1,1
9.872230000,1,0,1,1,1,1,1,1
9.872358000,1,0,0,1,1,1,1,1
9.872389000,1,0,1,1,1,1,1,1
9.872420000,1,0,0,1,1,1,1,1
9.872426000,1,1,0,1,1,1,1,1
9.872489000,1,0,0,1,1,1,1,1
9.872710000,1,0,1,1,1,1,1,1
9.872714000,1,1,1,1,1,1,1,1
9.872745000,1,0,1,1,1,1,1,1
9.872778000,1,1,1,1,1,1,1,1
9.872834000,1,1,0,1,1,1,1,1
9.872841000,1,0,0,1,1,1,1,1
9.872869000,1,0,1,1,1,1,1,1
9.872874000,1,1,1,1,1,1,1,1
9.872900000,1,1,0,1,1,1,1,1
9.872905000,1,0,0,1,1,1,1,1
9.873002000,1,1,0,1,1,1,1,1
9.873028000,1,1,1,1,1,1,1,1
9.873065000,1,0,1,1,1,1,1,1
9.873098000,1,1,1,1,1,1,1,1
9.873156000,1,1,0,1,1,1,1,1
9.873194000,1,0,0,1,1,1,1,1
9.873227000,1,1,0,1,1,1,1,1
9.873258000,1,0,0,1,1,1,1,1
9.873442000,1,0,1,1,1,1,1,1
9.873473000,1,0,0,1,1,1,1,1
9.873483000,1,1,0,1,1,1,1,1
9.873546000,1,0,0,1,1,1,1,1
9.873698000,1,0,1,1,1,1,1,1
9.873733000,1,0,0,1,1,1,1,1
9.873764000,1,0,1,1,1,1,1,1
9.873835000,1,1,1,1,1,1,1,1
9.873892000,1,1,0,1,1,1,1,1
9.873898000,1,0,0,1,1,1,1,1
9.873927000,1,0,1,1,1,1,1,1
9.873931000,1,1,1,1,1,1,1,1
9.873958000,1,1,0,1,1,1,1,1
9.873962000,1,0,0,1,1,1,1,1
