Time [s],MIDI IN 2-Piano,MIDI IN 3-PC,MIDI OUT 2-Synth,MIDI OUT 3-No Load,Channel 4,Channel 5,Channel 6,Channel 7
0.002528000,1,1,0,1,1,1,1,1
0.002556000,1,1,1,1,1,1,1,1
0.002559000,0,1,1,1,1,1,1,1
0.002587000,0,1,0,1,1,1,1,1
0.002720000,1,1,0,1,1,1,1,1
0.002782000,0,1,0,1,1,1,1,1
0.002816000,1,1,0,1,1,1,1,1
0.002878000,0,1,1,1,1,1,1,1
0.002909000,0,1,0,1,1,1,1,1
0.002912000,1,1,0,1,1,1,1,1
0.003006000,0,1,0,1,1,1,1,1
0.003133000,0,1,1,1,1,1,1,1
0.003168000,1,1,1,1,1,1,1,1
0.003198000,0,1,1,1,1,1,1,1
0.003226000,0,1,0,1,1,1,1,1
0.003232000,1,1,0,1,1,1,1,1
0.003454000,0,1,0,1,1,1,1,1
0.003488000,1,1,0,1,1,1,1,1
0.003517000,1,1,1,1,1,1,1,1
0.003518000,0,1,1,1,1,1,1,1
0.003548000,0,1,0,1,1,1,1,1
0.003680000,1,1,0,1,1,1,1,1
0.003706000,1,1,1,1,1,1,1,1
0.003742000,0,1,1,1,1,1,1,1
0.003772000,0,1,0,1,1,1,1,1
0.003776000,1,1,0,1,1,1,1,1
0.003803000,1,1,1,1,1,1,1,1
0.003838000,0,1,1,1,1,1,1,1
0.003869000,0,1,0,1,1,1,1,1
0.003872000,1,1,0,1,1,1,1,1
0.003900000,1,1,1,1,1,1,1,1
0.003934000,0,1,1,1,1,1,1,1
0.003968000,1,1,1,1,1,1,1,1
0.003997000,1,1,0,1,1,1,1,1
0.004094000,0,1,0,1,1,1,1,1
0.004127000,1,1,0,1,1,1,1,1
0.004156000,1,1,1,1,1,1,1,1
0.004158000,0,1,1,1,1,1,1,1
0.004187000,0,1,0,1,1,1,1,1
0.004218000,0,1,1,1,1,1,1,1
0.004442000,0,1,0,1,1,1,1,1
0.004447000,1,1,0,1,1,1,1,1
0.004473000,1,1,1,1,1,1,1,1
0.004478000,0,1,1,1,1,1,1,1
0.004508000,0,1,0,1,1,1,1,1
0.004511000,1,1,0,1,1,1,1,1
0.004541000,0,1,0,1,1,1,1,1
0.004639000,1,1,0,1,1,1,1,1
0.004667000,1,1,1,1,1,1,1,1
0.004702000,0,1,1,1,1,1,1,1
0.004733000,0,1,0,1,1,1,1,1
0.004735000,1,1,0,1,1,1,1,1
0.004764000,1,1,1,1,1,1,1,1
0.004797000,0,1,1,1,1,1,1,1
0.004826000,0,1,0,1,1,1,1,1
0.004831000,1,1,0,1,1,1,1,1
0.004861000,1,1,1,1,1,1,1,1
0.004893000,0,1,1,1,1,1,1,1
0.004923000,0,1,0,1,1,1,1,1
0.004927000,1,1,0,1,1,1,1,1
0.004954000,1,1,1,1,1,1,1,1
0.005053000,0,1,1,1,1,1,1,1
0.005082000,0,1,0,1,1,1,1,1
0.005087000,1,1,0,1,1,1,1,1
0.005116000,1,1,1,1,1,1,1,1
0.005117000,0,1,1,1,1,1,1,1
0.005147000,0,1,0,1,1,1,1,1
0.005407000,1,1,0,1,1,1,1,1
0.005434000,1,1,1,1,1,1,1,1
0.005437000,0,1,1,1,1,1,1,1
0.005469000,0,1,0,1,1,1,1,1
0.005471000,1,1,0,1,1,1,1,1
0.005500000,1,1,1,1,1,1,1,1
0.005501000,0,1,1,1,1,1,1,1
0.005531000,0,1,0,1,1,1,1,1
0.005599000,1,1,0,1,1,1,1,1
0.005628000,1,1,1,1,1,1,1,1
0.005661000,0,1,1,1,1,1,1,1
0.005690000,0,1,0,1,1,1,1,1
0.005695000,1,1,0,1,1,1,1,1
0.005725000,1,1,1,1,1,1,1,1
0.005757000,0,1,1,1,1,1,1,1
0.005787000,0,1,0,1,1,1,1,1
0.005818000,0,1,1,1,1,1,1,1
0.005883000,0,1,0,1,1,1,1,1
0.005914000,0,1,1,1,1,1,1,1
0.005983000,1,1,1,1,1,1,1,1
0.006013000,0,1,1,1,1,1,1,1
0.006042000,0,1,0,1,1,1,1,1
0.006046000,1,1,0,1,1,1,1,1
0.006073000,1,1,1,1,1,1,1,1
0.006077000,0,1,1,1,1,1,1,1
0.006108000,0,1,0,1,1,1,1,1
0.006366000,1,1,0,1,1,1,1,1
0.006395000,1,1,1,1,1,1,1,1
0.006397000,0,1,1,1,1,1,1,1
0.006426000,0,1,0,1,1,1,1,1
0.006461000,0,1,1,1,1,1,1,1
0.006492000,0,1,0,1,1,1,1,1
0.006558000,1,1,0,1,1,1,1,1
0.006588000,1,1,1,1,1,1,1,1
0.006621000,0,1,1,1,1,1,1,1
0.006650000,0,1,0,1,1,1,1,1
0.006654000,1,1,0,1,1,1,1,1
0.006681000,1,1,1,1,1,1,1,1
0.006716000,0,1,1,1,1,1,1,1
0.006747000,0,1,0,1,1,1,1,1
0.006972000,0,1,1,1,1,1,1,1
0.007003000,0,1,0,1,1,1,1,1
0.007006000,1,1,0,1,1,1,1,1
0.007034000,1,1,1,1,1,1,1,1
0.007036000,0,1,1,1,1,1,1,1
0.007065000,0,1,0,1,1,1,1,1
0.007070000,1,1,0,1,1,1,1,1
